date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:05:58	4396/4396	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2008:11:30%20GMT	https://demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/edublink-custom-icons.css?ver=1719389490	D:/demo/demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/edublink-custom-icons8592.css	(from https://demo.edublink.co/)
15:05:59	15574/15574	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2008:11:30%20GMT	https://demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/swiper-bundle.min.css?ver=1719389490	D:/demo/demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/swiper-bundle.min8592.css	(from https://demo.edublink.co/)
15:05:59	1876/1876	---M-Z	200	added ('OK')	text/css	date:Sat,%2023%20Dec%202023%2018:52:04%20GMT	https://demo.edublink.co/wp-content/themes/edublink/assets/css/metisMenu.min.css?ver=1.0.0	D:/demo/demo.edublink.co/wp-content/themes/edublink/assets/css/metisMenu.min8a54.css	(from https://demo.edublink.co/)
15:06:00	14456/14456	---M-Z	200	added ('OK')	text/css	date:Sat,%2023%20Dec%202023%2018:52:04%20GMT	https://demo.edublink.co/wp-content/themes/edublink/assets/css/tipped.min.css?ver=1.0.0	D:/demo/demo.edublink.co/wp-content/themes/edublink/assets/css/tipped.min8a54.css	(from https://demo.edublink.co/)
15:06:00	3086/3086	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2008:11:30%20GMT	https://demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/nice-select.css?ver=1719389490	D:/demo/demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/nice-select8592.css	(from https://demo.edublink.co/)
15:06:01	321934/321934	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2008:11:30%20GMT	https://demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/main.css?ver=1719389490	D:/demo/demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/main8592.css	(from https://demo.edublink.co/)
15:06:02	58171/58171	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2008:11:30%20GMT	https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min.css?ver=1719389490	D:/demo/demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/learnpress/assets/src/css/vendor/font-awesome-5.min8592.css	(from https://demo.edublink.co/)
15:06:02	174532/174532	---M-Z	200	added ('OK')	text/css	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/css/learnpress.min.css?ver=4.2.5.5	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/css/learnpress.min5279.css	(from https://demo.edublink.co/)
15:06:02	31344/31344	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2008:11:30%20GMT	https://demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/learnpress.css?ver=1719389490	D:/demo/demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/learnpress8592.css	(from https://demo.edublink.co/)
15:06:03	65504/65504	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2008:11:30%20GMT	https://demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/woocommerce.css?ver=1719389490	D:/demo/demo.edublink.co/wp-content/cache/min/1/wp-content/themes/edublink/assets/css/woocommerce8592.css	(from https://demo.edublink.co/)
15:06:03	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2018%20Nov%202023%2014:20:40%20GMT	https://demo.edublink.co/wp-content/plugins/woocommerce/assets/fonts/star.eot	D:/demo/demo.edublink.co/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from https://demo.edublink.co/)
15:06:04	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2018%20Nov%202023%2014:20:40%20GMT	https://demo.edublink.co/wp-content/plugins/woocommerce/assets/fonts/star.eot?	D:/demo/demo.edublink.co/wp-content/plugins/woocommerce/assets/fonts/stard41d.eot	(from https://demo.edublink.co/)
15:06:04	1304/1304	---M--	200	added ('OK')	font/woff	date:Sat,%2018%20Nov%202023%2014:20:40%20GMT	https://demo.edublink.co/wp-content/plugins/woocommerce/assets/fonts/star.woff	D:/demo/demo.edublink.co/wp-content/plugins/woocommerce/assets/fonts/star.woff	(from https://demo.edublink.co/)
15:06:04	1512/1512	---M-Z	200	added ('OK')	font/ttf	date:Sat,%2018%20Nov%202023%2014:20:40%20GMT	https://demo.edublink.co/wp-content/plugins/woocommerce/assets/fonts/star.ttf	D:/demo/demo.edublink.co/wp-content/plugins/woocommerce/assets/fonts/star.ttf	(from https://demo.edublink.co/)
15:06:05	929/929	---M-Z	200	added ('OK')	image/svg+xml	date:Sat,%2018%20Nov%202023%2014:20:40%20GMT	https://demo.edublink.co/wp-content/plugins/woocommerce/assets/fonts/star.svg	D:/demo/demo.edublink.co/wp-content/plugins/woocommerce/assets/fonts/star.svg	(from https://demo.edublink.co/)
15:06:05	19929/19929	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2008:11:30%20GMT	https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=1719389490	D:/demo/demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min8592.css	(from https://demo.edublink.co/)
15:06:06	117413/117413	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20May%202024%2014:07:20%20GMT	https://demo.edublink.co/wp-content/uploads/elementor/css/custom-frontend-lite.min.css?ver=1715177240	D:/demo/demo.edublink.co/wp-content/uploads/elementor/css/custom-frontend-lite.minea5b.css	(from https://demo.edublink.co/)
15:06:06	16223/16223	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2008:11:30%20GMT	https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=1719389490	D:/demo/demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min8592.css	(from https://demo.edublink.co/)
15:06:06	1107/1107	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20May%202024%2014:07:20%20GMT	https://demo.edublink.co/wp-content/uploads/elementor/css/post-18.css?ver=1715177240	D:/demo/demo.edublink.co/wp-content/uploads/elementor/css/post-18ea5b.css	(from https://demo.edublink.co/)
15:06:07	79169/79169	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20May%202024%2014:08:21%20GMT	https://demo.edublink.co/wp-content/uploads/elementor/css/post-13480.css?ver=1715177301	D:/demo/demo.edublink.co/wp-content/uploads/elementor/css/post-13480c53e.css	(from https://demo.edublink.co/)
15:06:07	16494/16494	---M-Z	200	added ('OK')	text/css	date:Mon,%2013%20Nov%202023%2013:16:51%20GMT	https://demo.edublink.co/wp-content/plugins/video-conferencing-with-zoom-api/assets/public/css/style.min.css?ver=4.3.3	D:/demo/demo.edublink.co/wp-content/plugins/video-conferencing-with-zoom-api/assets/public/css/style.minb523.css	(from https://demo.edublink.co/)
15:06:07	18807/18807	---M-Z	200	added ('OK')	text/css	date:Thu,%2016%20Nov%202023%2010:26:35%20GMT	https://demo.edublink.co/wp-content/plugins/learnpress/assets/css/widgets.min.css?ver=4.2.5.5	D:/demo/demo.edublink.co/wp-content/plugins/learnpress/assets/css/widgets.min5279.css	(from https://demo.edublink.co/)
15:06:08	57912/57912	---M-Z	200	added ('OK')	text/css	date:Thu,%2009%20Nov%202023%2014:39:59%20GMT	https://demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/demo/demo.edublink.co/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://demo.edublink.co/)
15:06:08	1082/1082	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Jun%202024%2008:11:31%20GMT	https://demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=1719389491	D:/demo/demo.edublink.co/wp-content/cache/min/1/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.mine7a3.css	(from https://demo.edublink.co/)
15:06:10	172360/172360	---MCZ	200	added ('OK')	application/json	date:Wed,%2003%20Jul%202024%2009:52:17%20GMT	https://demo.edublink.co/wp-json/wp/v2/pages/13480	D:/demo/demo.edublink.co/wp-json/wp/v2/pages/13480.json	(from https://demo.edublink.co/)
15:06:10	1221649/1221649	---MCZ	200	added ('OK')	application/json	date:Wed,%2003%20Jul%202024%2009:52:17%20GMT	https://demo.edublink.co/wp-json/	D:/demo/demo.edublink.co/wp-json/index.html	(from https://demo.edublink.co/)
15:06:12	810/810	---M-Z	200	added ('OK')	text/xml	date:Wed,%2003%20Jul%202024%2009:52:19%20GMT	https://demo.edublink.co/xmlrpc.php?rsd	D:/demo/demo.edublink.co/xmlrpc0db0.php	(from https://demo.edublink.co/)
15:06:13	2108/2108	---M-Z	200	added ('OK')	application/json	date:Wed,%2003%20Jul%202024%2009:52:20%20GMT	https://demo.edublink.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.edublink.co%2F	D:/demo/demo.edublink.co/wp-json/oembed/1.0/embed3844.json	(from https://demo.edublink.co/)
15:06:14	2267/2267	---M-Z	200	added ('OK')	text/xml	date:Wed,%2003%20Jul%202024%2009:52:21%20GMT	https://demo.edublink.co/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdemo.edublink.co%2F&format=xml	D:/demo/demo.edublink.co/wp-json/oembed/1.0/embedbb9f	(from https://demo.edublink.co/)
15:06:14	2168/2168	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Nov%202023%2019:41:58%20GMT	https://demo.edublink.co/wp-content/uploads/2023/11/favicon-48x48.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/11/favicon-48x48.png	(from https://demo.edublink.co/)
15:06:15	2658/2658	---M--	200	added ('OK')	image/png	date:Sun,%2005%20Nov%202023%2019:41:58%20GMT	https://demo.edublink.co/wp-content/uploads/2023/11/favicon.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/11/favicon.png	(from https://demo.edublink.co/)
15:06:15	4688/4688	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:47:34%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/logo-dark.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/logo-dark.png	(from https://demo.edublink.co/)
15:06:15	4652/4652	---M--	200	added ('OK')	image/png	date:Sat,%2023%20Dec%202023%2018:52:04%20GMT	https://demo.edublink.co/wp-content/themes/edublink/assets/images/logo-white.png	D:/demo/demo.edublink.co/wp-content/themes/edublink/assets/images/logo-white.png	(from https://demo.edublink.co/)
15:06:16	20082/20082	---M--	200	added ('OK')	image/webp	date:Mon,%2030%20Oct%202023%2021:25:20%20GMT	https://demo.edublink.co/wp-content/uploads/2023/10/mega-menu-image.webp	D:/demo/demo.edublink.co/wp-content/uploads/2023/10/mega-menu-image.webp	(from https://demo.edublink.co/)
15:06:16	228945/228945	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2002:49:30%20GMT	https://demo.edublink.co/distant-learning/	D:/demo/demo.edublink.co/distant-learning/index.html	(from https://demo.edublink.co/)
15:06:16	223452/223452	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:54:15%20GMT	https://demo.edublink.co/online-academy/	D:/demo/demo.edublink.co/online-academy/index.html	(from https://demo.edublink.co/)
15:06:17	211723/211723	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:51:39%20GMT	https://demo.edublink.co/modern-schooling/	D:/demo/demo.edublink.co/modern-schooling/index.html	(from https://demo.edublink.co/)
15:06:17	251897/251897	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:51:14%20GMT	https://demo.edublink.co/kitchen-coach/	D:/demo/demo.edublink.co/kitchen-coach/index.html	(from https://demo.edublink.co/)
15:06:17	182339/182339	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:53:55%20GMT	https://demo.edublink.co/yoga-instructor/	D:/demo/demo.edublink.co/yoga-instructor/index.html	(from https://demo.edublink.co/)
15:06:18	249994/249994	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:53:42%20GMT	https://demo.edublink.co/university/	D:/demo/demo.edublink.co/university/index.html	(from https://demo.edublink.co/)
15:06:18	177238/177238	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:53:53%20GMT	https://demo.edublink.co/kindergarten/	D:/demo/demo.edublink.co/kindergarten/index.html	(from https://demo.edublink.co/)
15:06:18	196259/196259	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2002:37:10%20GMT	https://demo.edublink.co/language-academy/	D:/demo/demo.edublink.co/language-academy/index.html	(from https://demo.edublink.co/)
15:06:18	184491/184491	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:54:04%20GMT	https://demo.edublink.co/remote-training/	D:/demo/demo.edublink.co/remote-training/index.html	(from https://demo.edublink.co/)
15:06:18	187225/187225	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2005:45:50%20GMT	https://demo.edublink.co/business-coach/	D:/demo/demo.edublink.co/business-coach/index.html	(from https://demo.edublink.co/)
15:06:18	176347/176347	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:54:06%20GMT	https://demo.edublink.co/motivation/	D:/demo/demo.edublink.co/motivation/index.html	(from https://demo.edublink.co/)
15:06:19	222565/222565	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:54:07%20GMT	https://demo.edublink.co/programming/	D:/demo/demo.edublink.co/programming/index.html	(from https://demo.edublink.co/)
15:06:19	208053/208053	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:55:14%20GMT	https://demo.edublink.co/online-art/	D:/demo/demo.edublink.co/online-art/index.html	(from https://demo.edublink.co/)
15:06:19	129755/129755	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jul%202024%2009:52:26%20GMT	https://demo.edublink.co/404	D:/demo/demo.edublink.co/404.2f.delayed	(from https://demo.edublink.co/)
15:06:19	180130/180130	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:55:13%20GMT	https://demo.edublink.co/sales-coach/	D:/demo/demo.edublink.co/sales-coach/index.html	(from https://demo.edublink.co/)
15:06:20	213850/213850	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:55:11%20GMT	https://demo.edublink.co/quran-learning/	D:/demo/demo.edublink.co/quran-learning/index.html	(from https://demo.edublink.co/)
15:06:20	1229/1229	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:46:49%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/h-1-shape-01.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/h-1-shape-01.png	(from https://demo.edublink.co/)
15:06:20	240444/240444	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:55:10%20GMT	https://demo.edublink.co/gym-training/	D:/demo/demo.edublink.co/gym-training/index.html	(from https://demo.edublink.co/)
15:06:20	165270/165270	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:55:09%20GMT	https://demo.edublink.co/about-us-1/	D:/demo/demo.edublink.co/about-us-1/index.html	(from https://demo.edublink.co/)
15:06:20	1943/1943	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:46:50%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-13.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-13.png	(from https://demo.edublink.co/)
15:06:21	166911/166911	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:55:05%20GMT	https://demo.edublink.co/about-us-3/	D:/demo/demo.edublink.co/about-us-3/index.html	(from https://demo.edublink.co/)
15:06:21	167752/167752	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:55:07%20GMT	https://demo.edublink.co/about-us-2/	D:/demo/demo.edublink.co/about-us-2/index.html	(from https://demo.edublink.co/)
15:06:21	2010/2010	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:46:50%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-16.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-16.png	(from https://demo.edublink.co/)
15:06:21	122249/122249	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:55:04%20GMT	https://demo.edublink.co/instructor-1/	D:/demo/demo.edublink.co/instructor-1/index.html	(from https://demo.edublink.co/)
15:06:21	3339/3339	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:46:50%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-15.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-15.png	(from https://demo.edublink.co/)
15:06:22	121640/121640	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:53:51%20GMT	https://demo.edublink.co/instructor-3/	D:/demo/demo.edublink.co/instructor-3/index.html	(from https://demo.edublink.co/)
15:06:22	123649/123649	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:55:02%20GMT	https://demo.edublink.co/instructor-2/	D:/demo/demo.edublink.co/instructor-2/index.html	(from https://demo.edublink.co/)
15:06:22	7004/7004	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:46:51%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/shape-02.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/shape-02.png	(from https://demo.edublink.co/)
15:06:22	256852/256852	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2002:23:10%20GMT	https://demo.edublink.co/instructor-details/	D:/demo/demo.edublink.co/instructor-details/index.html	(from https://demo.edublink.co/)
15:06:22	13023/13023	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:46:52%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/author-1-1-1.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/author-1-1-1.png	(from https://demo.edublink.co/)
15:06:23	123809/123809	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:51:36%20GMT	https://demo.edublink.co/event-style-1/	D:/demo/demo.edublink.co/event-style-1/index.html	(from https://demo.edublink.co/)
15:06:23	143004/143004	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2001:51:17%20GMT	https://demo.edublink.co/shop/	D:/demo/demo.edublink.co/shop/index.html	(from https://demo.edublink.co/)
15:06:23	40132/40132	---M--	200	added ('OK')	image/webp	date:Mon,%2030%20Oct%202023%2019:46:49%20GMT	https://demo.edublink.co/wp-content/uploads/2023/05/girl-1.webp	D:/demo/demo.edublink.co/wp-content/uploads/2023/05/girl-1.webp	(from https://demo.edublink.co/)
15:06:23	3397/3397	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:48:27%20GMT	https://demo.edublink.co/wp-content/uploads/2023/06/shape-36-1.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/06/shape-36-1.png	(from https://demo.edublink.co/)
15:06:24	131946/131946	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2002:19:40%20GMT	https://demo.edublink.co/product/book-demo-a/	D:/demo/demo.edublink.co/product/book-demo-a/index.html	(from https://demo.edublink.co/)
15:06:24	1056/1056	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Oct%202023%2019:49:56%20GMT	https://demo.edublink.co/wp-content/uploads/2023/07/shape-37.png	D:/demo/demo.edublink.co/wp-content/uploads/2023/07/shape-37.png	(from https://demo.edublink.co/)
15:06:24	137017/137017	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Jul%202024%2009:52:31%20GMT	https://demo.edublink.co/events/creative-teaching-seminar/	D:/demo/demo.edublink.co/events/creative-teaching-seminar/index.html	(from https://demo.edublink.co/)
15:06:24	122767/122767	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2004:37:34%20GMT	https://demo.edublink.co/zoom-meetings/developing-your-intelligence/	D:/demo/demo.edublink.co/zoom-meetings/developing-your-intelligence/index.html	(from https://demo.edublink.co/)
15:06:25	159242/159242	---M-Z	200	added ('OK')	text/html	date:Sun,%2030%20Jun%202024%2002:54:05%20GMT	https://demo.edublink.co/faqs/	D:/demo/demo.edublink.co/faqs/index.html	(from https://demo.edublink.co/)
